Mandarin	Vietnamese
蒂姆西亚文	Tiếng Tsimshian
宗加文	Tiếng Tsonga
特威文	Tiếng Twi
图瓦卢文	Tiếng Tuvalu
塔西提文	Tiếng Tahiti
北桑海文	Tiếng Tasawaq
雕	kền kền
兀鹰	kền kền
女阴	âm hộ
外阴	âm hộ
阴户	âm hộ
阴门	âm hộ
丁酉	Đinh Dậu
排队	nối đuôi
檄	hịch
檄	hịch
檀	đàn
檀	đàn
记事本	Notepad
贝瑞宁格堡	Breinigerberg
乔纳森·埃维	Jonathan Ive
抗体	kháng thể
因果循环，报应不爽。	ác quả ác báo
善有善报，恶有恶报	ác quả ác báo
种豆得豆	ác quả ác báo
种瓜得瓜	ác quả ác báo
媳妇熬成婆	ác quả ác báo
守门员	thủ thành
守门员	thủ môn
门将	thủ thành
门将	thủ môn
傲慢的	trịch thượng
黄道	mặt phẳng hoàng đạo
铁莲花	tay đấm sắt
指节铜套	tay đấm sắt
指节铜环	tay đấm sắt
球杆	cơ
小红帽	cô bé quàng khăn đỏ
鳗	cá chình
鳗鱼	cá chình
幼发拉底河	Euphrates
绝对链接	móc nối tuyệt đối
绝对定位	định vị tuyệt đối
绝对 URL	URL tuyệt đối
蛋	trứng
董必武	Đổng Tất Vũ
水星	Sao Thủy
日本语能力试验	kiểm tra trình độ tiếng Nhật
日本语能力试验	JLPT
日语能力考试	kiểm tra trình độ tiếng Nhật
日语能力考试	JLPT
日本语能力测试	kiểm tra trình độ tiếng Nhật
日本语能力测试	JLPT
Cygwin	Cygwin
订婚	Hôn ước
订婚	đính hôn
婚约	Hôn ước
婚约	đính hôn
青瓜	dưa chuột
青瓜	dưa leo
黄瓜	dưa chuột
黄瓜	dưa leo
南	nam
作	tác
肾上腺素	adrenaline
巧克力	sô-cô-la
俸	bổng
布里多尼文	Tiếng Breton
班巴拉文	Tiếng Bambara
比尼文	Tiếng Bini
司克司卡文	Tiếng Siksika
比斯拉马文	Tiếng Bislama
布拉杰文	Tiếng Braj
依	y
浴盆	bồn tắm
澡盆	bồn tắm
浴缸	bồn tắm
浴室	buồng tắm
浴室	phòng tắm
龟头	quy đầu
亚述古城	Assur
蹆	thủi
逆时针的	theo chiều ngược kim đồng hồ
威士忌酒	huých-ki
卍	chữ Vạn
卍字	chữ Vạn
卐	chữ Vạn
卐字	chữ Vạn
芸香科	Họ Cửu lý hương
鲁巴鲁瓦文	Tiếng Luba-Lulua
尼昂科勒文	Tiếng Nyankole
北索托文	Bắc Sotho
旧约圣经	Cựu Ước
哀伤	buồn
哀伤	buồn bả
哀伤	buồn rầu
忧伤	buồn
忧伤	buồn bả
忧伤	buồn rầu
悲伤	buồn
悲伤	buồn bả
悲伤	buồn rầu
督	đốc
睦	mục
马力	mã lực
马肉	thịt ngựa
腐烂	mục
腐朽	mục
河外星云	Ngân Hà
银河系	Ngân Hà
晚饭	ăn tối
晚餐	ăn tối
宵夜	ăn tối
夜宵	ăn tối
展	triển
番芫荽	ngò
芫荽	ngò
香菜	ngò
性骚扰	quấy rối tình dục
四	bốn
葬礼	đám tang
葬礼	đám ma
蒲	bồ
蒲	bồ
看	nhìn
日本	Nhật Bản
拉科塔文	Tiếng Lakota
那不勒斯	Napoli
锤子	búa
榔头	búa
教父2	Bố già phần II
巴特那	Patna
计算机	máy vi tính
电脑	máy vi tính
康瓦耳语	tiếng Cornwall
梹	biêng
气候学	khí hậu học
大陆	đại lục
大陆	đất liền
本土	đại lục
本土	đất liền
内地	đại lục
内地	đất liền
中国大陆	Trung Quốc đại lục
嫖	phếu
莫三比克	Mozambique
莫三比克	Mô-dăm-bích
莫桑比克	Mozambique
莫桑比克	Mô-dăm-bích
马耳他	Man-ta
丁亥	Đinh Hợi
亥	hợi
辛亥	Tân Hợi
癸亥	Quý Hợi
厄瓜多尔	Ecuador
菲利普·莱纳德	Philipp Lenard
柯尼斯堡七桥问题	Bài toán bảy cây cầu Euler
南海	Biển Đông
葡萄科	Họ Nho
深	sâu
𢳆	ngào
假话	lời nói dối
变态	hentai
变态	biến thái
协调制度	Hệ thống điều hòa
肉豆蔻	hạt nhục đậu khấu
冰箱	phòng ướp lạnh
冰箱	tủ ướp lạnh
冰箱	tủ lạnh
也门里亚尔	Rial Yemen
未知货币	Tiền tệ chưa biết
国际空间站	Trạm vũ trụ Quốc tế
南北朝	Nam Bắc Triều
班加罗尔	Bengaluru
同位异音	tha âm vị
嫌	hiềm
贡布	Kampot
濮阳市	Bộc Dương
邑	ấp
春卷	nem
春卷	chả giò
春卷	nem rán
春捲	nem
春捲	chả giò
春捲	nem rán
西班牙国旗	Quốc kỳ Tây Ban Nha
洛可可	Kiến trúc Rococo
多媒体内容描述接口	Giao diện Mô tả Nội dung Đa phương tiện
多媒体	đa phương tiện
姓氏	Họ
拉伸纪	Kỷ Tonas
蝌蚪	nòng nọc
蝌蚪	nọc nọc
仙王座	Tiên Vương
约伯记	Job
草莓	cây dâu tây
草莓	dâu tây
狐狸座	Hồ Ly
DJF	DJF
商人	thương gia
苏联	Liên Xô
厨房的	nấu nướng
方	phương
超级大国	siêu cường
晨	thần
马德里	Madrid
希伯来	Do thái
希伯来语	Do thái
方	phương
𦙜	nách
痕	ngấn
痕	nốt
缅济热茨	Międzyrzec Podlaski
井冈山	Tĩnh Cương Sơn
手淫	thủ dâm
自慰	thủ dâm
上海	Thượng Hải
屑	mẫu
屑	miếng
屑	mảnh vụn
印刷厂	xưởng in
印刷厂	nhà in
版画店	xưởng in
版画店	nhà in
印刷所	xưởng in
印刷所	nhà in
日丽江	Sông Nhật Lệ
荒	hoang
玉兰	ngọc lan
木兰	ngọc lan
苏联	Liên Xô
阿拉伯文	Chữ Ả Rập
阿拉伯文	Chữ Ba Tư-Ả Rập
波斯阿拉伯文	Chữ Ả Rập
波斯阿拉伯文	Chữ Ba Tư-Ả Rập
祖鲁文	Tiếng Zulu
无语言内容	Không có nội dung ngôn ngữ
标准摩洛哥塔马塞特文	Tiếng Tamazight Chuẩn của Ma-rốc
泽纳加文	Tiếng Zenaga
保加利亚	Bulgaria
塞拉利昂	Sierra Leone
缅甸	Myanma
志愿者	tình nguyện viên
志愿者	quân tình nguyện
文莱	Brunei
越南语	tiếng Việt
白色	trắng
白色	bạch
南汉	Nam Hán
华沙	Warszawa
公路	đường cao tốc
世界银行	Nhóm Ngân hàng Thế giới
脾	tì
柿树目	Bộ Thị
乔丹车队	Jordan
橘郡风云	The O.C.
系統控制區域	khu vực kiểm soát hệ thống
联合国秘书长	Tổng Thư ký Liên Hiệp Quốc
反应	phản ứng
川·立派	Chuan Leekpai
圣雄甘地	Mahatma Gandhi
X. 400	X.400
X.400	X.400
三论宗	Tam luận tông
昆仑山脉	Côn Lôn
深	sâu
非裔美国人	Người Mỹ gốc Phi
偈	kệ
偅	chổng
到	đi
柏林	Berlin
德怀特·约克	Dwight Yorke
夏朗德省	Charente
猕猴桃	trái dương đào
猕猴桃	trái ki wi
奇异果	trái dương đào
奇异果	trái ki wi
阳桃	trái dương đào
阳桃	trái ki wi
羊桃	trái dương đào
羊桃	trái ki wi
杨桃	trái dương đào
杨桃	trái ki wi
公共	phổ biến
公共	thông thường
公共	thường
巴斯蒂亚	Bastia
况	huống
冶	dã
斯潘塞·图尼克	Spencer Tunick
4月	Tháng tư
李	chọn lọc
李	quá sức
李子	chọn lọc
李子	quá sức
梅子	chọn lọc
梅子	quá sức
不顾	bất chấp
不顾	không kể
不顾	mặc dù
即使	bất chấp
即使	không kể
即使	mặc dù
任凭	bất chấp
任凭	không kể
任凭	mặc dù
尽管	bất chấp
尽管	không kể
尽管	mặc dù
不管	bất chấp
不管	không kể
不管	mặc dù
床垫	nệm
好好	dễ chịu
生物学	sinh học
生物学	sinh vật học
华佗	Hoa Đà
F-20虎鲨战斗机	F-20 Tigershark
第五	thứ năm
拂	phất
民族主义	phân biệt chủng tộc
种族主义	phân biệt chủng tộc
蓝鲸	Cá voi xanh
高明区	Cao Minh
旗子	cờ
鲱科	Họ Cá trích
伊尔库茨克	Irkutsk
回忆录	hồi ký
回忆录	luận văn
水池	bể
欧·亨利	O. Henry
钌	rutheni
波罗的海	Biển Ban-tích
形意拳	Hình Ý quyền
微笑的下弦月	mặt trăng hạ tuần
双筒望远镜	ống nhòm
夏天	mùa hè
夏天	mùa hè
簽章設定	Thiết lập chữ kí
簽章	chữ kí
山茱萸目	Bộ Sơn thù du
巴姆穆文	Chữ Bamum
巴萨文	Chữ Bassa Vah
老鼠	con chuột
老鼠	chuột
鼠	con chuột
鼠	chuột
胡锦涛	Hồ Cẩm Đào
瑞士	Thụy Sĩ
大洋洲边远群岛	Vùng xa xôi thuộc Châu Đại Dương
马来西亚经济	Kinh tế Malaysia
联机分析处理	xử lí phân tích trực tuyến
連線	trực tuyến
工具书	sách hướng dẫn
工具书	sách chỉ dẫn
参考书	sách hướng dẫn
参考书	sách chỉ dẫn
美洲	Châu Mỹ
鞋子	giày
鞋子	hài
鞋	giày
鞋	hài
梵文	Tiếng Phạn
桑古文	Tiếng Sangu
桑塔利文	Tiếng Santali
萨丁文	Tiếng Sardinia
去世	mất
去世	tử
去世	chết
死	mất
死	tử
死	chết
亡	mất
亡	tử
亡	chết
风湿病	thấp khớp
风湿病	phong thấp
风湿病	tê thấp
风湿	thấp khớp
风湿	phong thấp
风湿	tê thấp
天文学	thiên văn học
超级地球	Siêu trái đất
尤里卡	eureka
瑞恩·吉格斯	Ryan Giggs
半球	bán cầu
忙	mang
忙	mang
忘	vong
志	chí
忘	vong
忝	thỏm
吐沫	nước bọt
LBA	LBA
LCP	LCP
LDAP	LDAP
LCD	LCD
LCID	LCID
𧿺	xoắt
TOEFL	TOEFL
天空	bầu trời
天空	trời
眼睛	mắt
酩	mỉnh
鼠标快捷方式	lối tắt chuột
病	bệnh
UYP	UYP
VEB	VEB
Bs	Bs
欧洲复合单位	Đơn vị Tổng hợp Châu Âu
欧洲计算单位 (XBC)	Đơn vị Kế toán Châu Âu (XBC)
顾客	khách
安达曼群岛	Quần đảo Andaman
夏目漱石	Natsume Sōseki
约亨·派佩尔	Joachim Peiper
脏的	bẩn
脏的	dơ
腐烂的	thối
腐烂的	mục
腐烂的	ủng
腐烂的	mủn
一些	mấy
几个	mấy
笔直的	thẳng
直的	thẳng
光滑的	nhẵn
钝的	mòn
薄饼	bò bía
润饼	bò bía
佛教	đạo phật
佛教	phật giáo
布宜诺斯艾利斯	Buenos Aires
新朝	Nhà Tân
非	phi
非	phi
靡	mị
百合花	hoa bách hợp
百合	hoa bách hợp
卡尔·本茨	Carl Benz
马德里	Madrid
马尔代夫	Maldives
光秃秃	trọc
光秃秃	hói
秃头	trọc
秃头	hói
塞班	Saipan
蒙特塞拉特	Montserrat
努瓦克肖特	Nouakchott
市制	Hệ đo lường cổ Trung Hoa
毛里求斯	Mauritius
吃早餐	bữa sáng
吃早餐	bữa ăn trưa
早餐	bữa sáng
早餐	bữa ăn trưa
早饭	bữa sáng
早饭	bữa ăn trưa
餐饮	bữa
餐饮	bữa cơm
饭菜	bữa
饭菜	bữa cơm
马耳他	Malta
运到	đi nhờ
运输	đi nhờ
上升	lên
槈	nọc
槊	giáo
河北	Hà Bắc
牡蛎	hàu
蚝	hàu
蚵	hàu
蛎	hàu
鲒	hàu
逸	dật
逴	rước
剑鱼	cá kiếm
箭鱼	cá kiếm
格哈德·埃特尔	Gerhard Ertl
伊斯坦堡	Istanbul
油炸	chiên rán ngập mỡ
雪	tuyết
喝	uống rượu
喝	say
帝	đấy
驴子	con lừa
南非荷兰文	Tiếng Nam Phi
万维网	mạng
天蝎	Thiên Hạt
控	khống
示	thị
示	đình
足球	bóng đá
西德	Tây Đức
岩流圈	quyển astheno
软流圈	quyển astheno
软流层	quyển astheno
中国人	Người Trung-Quốc
购买力	sức mua của
输	thua
脓肿	Áp-xe
考试	thi
花瓣	cánh hoa
跩	dậy
开车	lái
超级 VCD	CD Siêu Video
修订记录	lịch sử thay đổi
占星师	chiêm tinh
星相师	chiêm tinh
占星家	chiêm tinh
能够	nổi
能够	có thể
会	nổi
会	có thể
能	nổi
能	có thể
在	có
有	có
东方明珠电视塔	Tháp truyền hình Minh Châu Phương Đông
Windows 联机协助	Trợ giúp Trực tuyến Windows
通配符	ký tự đại diện
通配符	kí tự đại diện
視窗	cửa sổ
Windows 激活客户端	Khách Kích hoạt Windows
Windows Anytime Upgrade	Nâng cấp mọi lúc cho Windows
曹	tào
曹	tào
曷	hạt
更	canh
更	xâu
曲	khúc
曳	dấy
哄	họng
莫斯科	Mát-xcơ-va
玲	liếng
哆	đớ
哇	oà
谁	của ai
巴基斯坦	Pakistan
拾	mười
十	mười
敖德萨	Odessa
罗伯特·詹姆斯·李·霍克	Bob Hawke
号	hiệu
甘拜文	Tiếng Ngambay
对称性	đối xứng
对称	đối xứng
钴	coban
有用	có ích
科隆群岛	Quần đảo Galápagos
法语	Pháp ngữ
美人鱼	mỹ nhân ngư
人鱼	mỹ nhân ngư
昏厥	ngất
卬	ngang
脾	lách
脾脏	lách
东乡平八郎	Tōgō Heihachirō
噙	gầm
庭院	sân
院子	sân
有了	lớn
有了	to
巨蟹座	Cự Giải
摩羯座	Ma Kết
帕特雷	Patras
海格力斯	Mười hai kỳ công của Heracles
徐	𡃊
徐徐	𡃊
侵略	xâm lược
肺癌	ung thư phổi
丝瓜	Chi Mướp
武士道	Võ sĩ đạo
班卓琴	đàn banjô
子弹列车	shinkansen
子弹火车	shinkansen
新干线	shinkansen
粗绳	dây
索	dây
水果	quả
水果	trái
锅子	ấm
无限	vô cực
黑犀	Tê giác đen
朴智星	Park Ji-Sung
厄立特里亚	Eritrea
自然数	Số tự nhiên
厄立特里亚	Eritrea
流	lưu
流	lưu
胳	cặc
行列式	định thức
安德尔-卢瓦尔省	Indre-et-Loire
星	sao
星	ngôi sao
星	vì sao
杓	sao
杓	ngôi sao
杓	vì sao
动物园	sở thú
动物园	thảo cầm viên
冬季	mùa đông
冬季	mùa đông
哑铃	quả tạ
巴非特文	Tiếng Bafut
巴姆穆文	Tiếng Bamun
戈马拉文	Tiếng Ghomala
偃	ễnh
姨	em vợ
嫂嫂	em chồng
嫂嫂	chị chồng
姑	em chồng
姑	chị chồng
白鹭	cò
小麦	cây lúa mì
桂林市	Quế Lâm
克耶李文字	Chữ Kayah Li
韩文	Chữ Hàn Quốc
兰拿文	Chữ Lanna
氯	clo
饥饿	sự đói
圣诞老人	Ông già Noel
墨丘利	Sao Thủy
水星	Sao Thủy
阿克拉	Accra
风景	cảnh sắc
风景	phong cảnh
锿	ensteni
铁	sắt
德	đức
美德	đức
糖尿病	đái tháo đường
列车	tàu hỏa
列车	xe lửa
火车	tàu hỏa
火车	xe lửa
塞尔维亚语	tiếng Xéc-bi
圣诞节	Nô-en
天文学	thiên văn học
藏青	màu xanh nước biển
登	đăng
瑞典	Thụy Điển
瑞典语	tiếng Thụy Điển
瑞典语	Thụy-Điển
旱金莲科	Họ Sen cạn
标准化	tiêu chuẩn hoá
服务	phục vụ
奎松市	Thành phố Quezon
格奥尔格·康托尔	Georg Cantor
入	nhập
关羽	Quan Vũ
晚安	xin chào buổi tối
晚安	chào buổi tối
晚上好	xin chào buổi tối
晚上好	chào buổi tối
日安	xin chào buổi ngày
你好	xin chào buổi ngày
捷克	Séc
中层楼	tầng xép
沙敦府	Tỉnh Satun
印第安座	Anh-điêng
南部非洲	Nam Phi
骨	xương
骨头	xương
骨骼	xương
睡着	buồn ngủ
刺	đâm dao găm
刺伤	đâm dao găm
划	cào
划	gãi
划	cạo
抓	cào
抓	gãi
抓	cạo
割	cắt
切	cắt
剪	cắt
劈开	chẻ
裂开	chẻ
飞	bay
飞翔	bay
掘	đào
挖	đào
游水	bơi
游泳	bơi
步行	đi
步行	bước
走	đi
走	bước
来	đến
亚洲航空	AirAsia
编织	dệt
编	dệt
织	dệt
肯尼亚	Kenya
光彩	ánh
晟	ánh
瑾	ánh
皪	ánh
辉	ánh
御夫座	Ngự Phu
添	thiêm
添	thêm
亨利·卡文迪什	Henry Cavendish
更新世	thế pleistocen
金字形神塔	ziggurat
墨西哥	Mễ Tây Cơ
墨西哥	México
费力	nỗ lực
努力	nỗ lực
票	phiếu
广告	giới thiệu
广告	quảng cáo
蚩	si
樶	chuối
蚩	si
柏科	Họ Hoàng đàn
黄铁矿	pyrit
合肥	Hợp Phì
沈阳市	Thẩm Dương
十诫	mười điều răn
十诫命	mười điều răn
天坛	Thiên Đàn
克罗地亚	Crô A Xi
体式	dạng thức
体式	khổ
体式	kiểu
体式	định dạng
开本	dạng thức
开本	khổ
开本	kiểu
开本	định dạng
格式	dạng thức
格式	khổ
格式	kiểu
格式	định dạng
版式	dạng thức
版式	khổ
版式	kiểu
版式	định dạng
数据库	CSDL
数据库	cơ sở dữ liệu
资料库	CSDL
资料库	cơ sở dữ liệu
石景山区	Thạch Cảnh Sơn
诺贝尔生理学或医学奖	Những người đoạt giải Nobel Sinh lý và Y khoa
管风琴	đàn ống
风琴	đàn ống
王浩	Vương Hạo
坐	ngồi
无患子目	Bộ Bồ hòn
马克斯·玻恩	Max Born
比	so sánh
比较	so sánh
鹤	con hạc
印度教	Ấn Độ giáo
每事	mọi thứ nào
每事	mọi vật
每事	tất cả
一切	mọi thứ nào
一切	mọi vật
一切	tất cả
什么都	mọi thứ nào
什么都	mọi vật
什么都	tất cả
人人	mọi người
大家	mọi người
十月	tháng mười
七月	tháng bảy
六月	tháng sáu
变数	biên sô
变量	biên sô
变数	biên sô
斯利那加	Srinagar
資料目錄	Danh mục Phân loại
矿床	lớp
油漆	nước sơn
忱	thầm
忱	thầm
柉	mướp
柆	cũi
柆	sập
动物	thú vật
动物	động vật
始祖鸟	Archaeopteryx
UAK	UAK
捷克斯洛伐克	Tiệp Khắc
首	thủ
殷墟	Ân Khư
爱尔兰	Ireland
索马里	Somalia
差不多	hầu như
玉林市	Ngọc Lâm
金	kim loại
金属	kim loại
楼梯	lan can
固定位置	định vị cố định
吉布提法郎	Franc Djibouti
德国马克	Đồng Mark Đức
马加丹夏令时间	Giờ mùa hè Magadan
马来西亚时间	Giờ Malaysia
马加丹标准时间	Giờ Chuẩn Magadan
麦夸里岛时间	Giờ đảo Macquarie
摱	mần
印度	Ấn Độ
亚洲	Châu Á
群花	bông
群花	hoa
花	bông
花	hoa
花儿	bông
花儿	hoa
花卉	bông
花卉	hoa
花朵	bông
花朵	hoa
海	hải
埃及镑	Bảng Ai Cập
科俄斯	Coeus
根茎	thân rễ
堆	đôi
DPI 缩放	đổi độ phân giải DPI
dpi	dpi
DPA	DPA
李成桂	Yi Seong-gye
Sony	Sony
刊	san
蝼蛄	dế trũi
政治学	chính trị
政治经济学	kinh tế học
经济	kinh tế học
经济学	kinh tế học
肥料	bón phân
粪	bón phân
粪肥	bón phân
百	bách
百	vầu
胡志明	Hồ Chí Minh
胡志明	Sài Gòn
胡志明	Sông Sài Gòn
胡志明	Thành phố Hồ Chí Minh
胡志明市	Hồ Chí Minh
胡志明市	Sài Gòn
胡志明市	Sông Sài Gòn
胡志明市	Thành phố Hồ Chí Minh
西贡	Hồ Chí Minh
西贡	Sài Gòn
西贡	Sông Sài Gòn
西贡	Thành phố Hồ Chí Minh
农业	nông nghiệp
种田	nông nghiệp
耕作	nông nghiệp
耳朵	thính giác
听觉	thính giác
听力	thính giác
蜂	ong
蜜蜂	ong
河鼓二	Sao Ngưu Lang
头发	tóc
御	ngự
花椰菜	hoa lơ
花椰菜	hoa lơ
裙子	váy
衬衫	aó sơ mi
连衣裙	aó dài
上衣	aó lạnh
外套	aó lạnh
大衣	aó lạnh
大衣	aó choàng
国际日期变更线	Đường đổi ngày quốc tế
线	chỉ
線	chỉ
HTML	HTML
众数	số nhiều
复数	số nhiều
众数	số nhiều
复数	số nhiều
耳语	xì xào
嘟哝	lẩm bẩm
吹口哨	húyt sáo
尖叫	la
口吃	nói lắp
结巴	nói lắp
说	nói
J2ME	J2ME
广东	Quảng Đông
引退	thôi việc
引退	về hưu
退下	thôi việc
退下	về hưu
